Item,Ticket,Zone_CO,Facility_Name,Start_Date,Time1,End_Date,Time2,Open_Closed,Outage_Type_and_Cause
  58,548102,         ,                                                ,           ,    ,           ,    , ,Repair/Replace Conductor  
  59,580303,AEP      ,CAP  DEERCREE 138 KV  DEERCREE CAP3     CAP     ,06-NOV-2014,0700,14-APR-2015,1100,O, Active   03/27/2015 19:08 
  59,580303,AEP      ,BRKR DEERCREE 138 KV  DEERCREE CC           DIS ,06-NOV-2014,0700,14-APR-2015,1100,O,Continuous                
  59,580303,         ,                                                ,           ,    ,           ,    , ,Inspection/Maintenance    
  60,585686,AEP      ,BRKR DELANO   138 KV  DELANO D1 CB              ,07-NOV-2014,1800,31-DEC-2015,1600,O, Received 03/27/2015 08:00 
  60,585686,         ,                                                ,           ,    ,           ,    , ,Continuous                
  60,585686,         ,                                                ,           ,    ,           ,    , ,New Construction          
  61,576300,BC       ,XFMR NORTHWES 230 KV  NORTHWES 230-2    XFORMER ,10-NOV-2014,0100,17-APR-2015,2300,O, Active   03/30/2015 08:39 
  61,576300,BC       ,BRKR NORTHWES 115 KV  NORTHWES 230-2 LS GCB     ,10-NOV-2014,0100,17-APR-2015,2300,O,Continuous                
  61,576300,BC       ,CAP  NORTHWES 230 KV  NORTHWES CAP2     CAP     ,10-NOV-2014,0100,17-APR-2015,2300,O,Other                     
  61,576300,BC       ,CAP  NORTHWES 230 KV  NORTHWES CAP2     CAP     ,11-NOV-2014,2000,17-APR-2015,2300,O,                           
  61,576300,BC       ,BRKR NORTHWES 230 KV  NORTHWES 2-230 BUS CAP    ,10-NOV-2014,0100,17-APR-2015,2300,O,                           
  61,576300,BC       ,BRKR NORTHWES 230 KV  NORTHWES 2-230 BUS CAP    ,11-NOV-2014,2000,17-APR-2015,2300,O,                           
  61,576300,BC       ,BRKR NORTHWES 230 KV  NORTHWES 2370 GCB         ,10-NOV-2014,0100,17-APR-2015,2300,O,                           
  61,576300,BC       ,BRKR NORTHWES 230 KV  NORTHWES 2370 GCB         ,11-NOV-2014,2000,17-APR-2015,2300,O,                           
  61,576300,BC       ,BRKR NORTHWES 230 KV  NORTHWES 230-2 HS  ABS    ,10-NOV-2014,0100,17-APR-2015,2300,O,                           
  61,576300,BC       ,LINE NORTHWES 230 KV  NORTHWES-NRTHWES2 2370    ,10-NOV-2014,0100,17-APR-2015,2300,O,                           
  62,580436,DOM-W    ,BRKR DOOMS4   500 KV  DOOMS4   H7T555       CB  ,10-NOV-2014,0900,05-JUN-2015,1600,O, Active   03/22/2015 11:38 
  62,580436,DOM-W    ,BRKR DOOMS4   500 KV  DOOMS4   H7T555       CB  ,10-NOV-2014,0900,05-JUN-2015,1600,O,Continuous                
  62,580436,DOM-W    ,BRKR LEXINGTN 500 KV  LEXINGTN 55502        CB  ,10-NOV-2014,0930,05-JUN-2015,1600,O,New Construction          
  62,580436,DOM-W    ,LINE LEXINGTN 500 KV  LEXINGTN-DOOMS4   555A    ,10-NOV-2014,0930,05-JUN-2015,1600,O,                           
  62,580436,DOM-W    ,BRKR LEXINGTN 500 KV  LEXINGTN XT555  CB        ,10-NOV-2014,0900,05-JUN-2015,1600,O,                           
  63,574226,PEP      ,BRKR BURTONSV 230 KV  BURTONSV 23047B        CB ,13-NOV-2014,0400,30-APR-2015,2000,O, Active   11/13/2014 01:14 
  63,574226,PEP      ,BRKR METZTAP  230 KV  METZTAP  23047LB       CB ,13-NOV-2014,0400,30-APR-2015,2000,O,Continuous                
  63,574226,PEP      ,LINE BURTONSV 230 KV  BURTONSV-METZTAP 23047    ,13-NOV-2014,0400,30-APR-2015,2000,O,Other                     
  63,574226,         ,                                                ,           ,    ,           ,    , ,C.B. Replacement          
  63,574226,         ,                                                ,           ,    ,           ,    , ,Repair/Replace Pole       
  63,574226,         ,                                                ,           ,    ,           ,    , ,Repair/Replace Tower      
  63,574226,         ,                                                ,           ,    ,           ,    , ,Repair/Replace Conductor  
  63,574226,         ,                                                ,           ,    ,           ,    , ,Relay Maintenance No impa
  64,581270,AEP      ,CAP  CONCORD  138 KV  CONCORD  CAP1     CAP     ,13-NOV-2014,1630,15-MAY-2015,1600,O, Received 11/14/2014 14:24 
  64,581270,AEP      ,BRKR CONCORD  138 KV  CONCORD  BB           CB  ,13-NOV-2014,1630,15-MAY-2015,1600,O,Continuous                
  64,581270,         ,                                                ,           ,    ,           ,    , ,Emergency                 
  65,581709,AEP      ,BRKR OHIOCENT 138 KV  OHIOCENT D1           CB  ,20-NOV-2014,0800,20-APR-2015,1600,O, Active   11/20/2014 15:09 
  65,581709,         ,                                                ,           ,    ,           ,    , ,Continuous                
  65,581709,         ,                                                ,           ,    ,           ,    , ,New Construction          
  66,582254,PS-N     ,BRKR ALDENE   138 KV  ALDENE   DIS L-1312       ,24-NOV-2014,1904,01-JUN-2015,0421,O, Active   01/27/2015 04:12 
  66,582254,PS-N     ,BRKR SPRINGRD 138 KV  SPRINGRD L-1312        DIS,24-NOV-2014,1904,01-JUN-2015,0421,O,Continuous                
  66,582254,PS-N     ,LINE ALDENE   138 KV  ALDENE-SPRINGRD L-1312    ,24-NOV-2014,1904,01-JUN-2015,0421,O,Unknown                   
  66,582254,         ,                                                ,           ,    ,           ,    , ,Emergency                 
  66,582254,         ,                                                ,           ,    ,           ,    , ,Cut-in                    
  67,582255,PS-N     ,XFMR ALDENE   230 KV  ALDENE   220-4    XFORMER ,24-NOV-2014,1904,01-JUN-2015,0421,O, Active   01/27/2015 04:13 
  67,582255,PS-N     ,BRKR ALDENE   138 KV  ALDENE   DIS L-1312       ,24-NOV-2014,1904,01-JUN-2015,0421,O,Continuous                
  67,582255,PS-N     ,BRKR ALDENE   230 KV  ALDENE   220-4DIS     DIS ,24-NOV-2014,1904,01-JUN-2015,0421,O,Unknown                   
  67,582255,         ,                                                ,           ,    ,           ,    , ,Emergency                 
  67,582255,         ,                                                ,           ,    ,           ,    , ,Cut-in                    
  68,578688,AEP      ,BRKR CLOVERD2 765 KV  CLOVERD2 AA2          CB  ,01-DEC-2014,0830,02-MAY-2016,1600,O, Active   12/03/2014 14:49 
  68,578688,AEP      ,BRKR CLOVERD2 765 KV  CLOVERD2 AA CB            ,01-DEC-2014,0730,01-DEC-2014,0800,C,Continuous                
  68,578688,         ,                                                ,           ,    ,           ,    , ,New Construction          
  68,578688,         ,                                                ,           ,    ,           ,    , ,Cut-in                    
  69,549377,FE       ,BRKR BARBERTO 138 KV  BARBERTO 36           CB  ,01-DEC-2014,0800,01-JUN-2015,1600,O, Active   12/01/2014 00:45 
  69,549377,FE       ,LINE WAKRON   138 KV  WAKRON-BARBERTO           ,01-DEC-2014,0800,01-JUN-2015,1600,O,Continuous                
  69,549377,FE       ,BRKR WAKRON   138 KV  WAKRON   B214         CB  ,01-DEC-2014,0800,01-JUN-2015,1600,O,Repair/Replace Conductor  
  69,549377,FE       ,BRKR WAKRON   138 KV  WAKRON   A 129        DIS ,01-DEC-2014,0800,01-JUN-2015,1600,O,                           
  69,549377,FE       ,BRKR BARBERTO 138 KV  BARBERTO A 199        DIS ,01-DEC-2014,0800,01-JUN-2015,1600,O,                           
  70,556826,AEP      ,BRKR TIDD_AEP 138 KV  TIDD_AEP C1           CB  ,01-DEC-2014,0800,17-APR-2015,1600,O, Active   03/23/2015 13:50 
  70,556826,         ,                                                ,           ,    ,           ,    , ,Continuous                
  70,556826,         ,                                                ,           ,    ,           ,    , ,C.B. Replacement          
  71,581863,FECL     ,BRKR CLINHOSP 138 KV  CLINHOSP DUM3 DIS         ,01-DEC-2014,0800,01-APR-2015,1600,O, Active   01/28/2015 18:04 
  71,581863,FECL     ,BRKR CLINHOSP 138 KV  CLINHOSP DUM4 DIS         ,01-DEC-2014,0800,01-APR-2015,1600,O,Continuous                
  71,581863,FECL     ,BRKR CLINHOSP 138 KV  CLINHOSP DUM2 DIS         ,01-DEC-2014,0800,01-APR-2015,1600,O,Other                     
  71,581863,FECL     ,BRKR CLINHOSP 138 KV  CLINHOSP DUM1 DIS         ,01-DEC-2014,0800,01-APR-2015,1600,O,                           
  72,581401,PL       ,BRKR JENKINS  230 KV  JENKINS STAN1E CB         ,03-DEC-2014,0700,15-AUG-2015,1600,O, Active   01/02/2015 10:11 
  72,581401,         ,                                                ,           ,    ,           ,    , ,Continuous                
  72,581401,         ,                                                ,           ,    ,           ,    , ,New Construction          
  72,581401,         ,                                                ,           ,    ,           ,    , ,Cut-in                    
  73,585687,AEP      ,BRKR DELANO   138 KV  DELANO B1 CB              ,03-DEC-2014,0800,24-APR-2015,1600,O, Received 03/27/2015 07:59 
  73,585687,AEP      ,BRKR DELANO   138 KV  DELANO B CB               ,03-DEC-2014,0800,24-APR-2015,1600,O,Continuous                
  73,585687,         ,                                                ,           ,    ,           ,    , ,New Construction          
  74,582967,AEP      ,LINE KAMMER2  138 KV  KAMMER2-ORMET 2           ,04-DEC-2014,0900,31-DEC-2015,1600,O, Active   12/15/2014 11:50 
  74,582967,AEP      ,LINE KAMMER2  138 KV  KAMMER2-ORMET 3           ,04-DEC-2014,0900,31-DEC-2015,1600,O,Continuous                
  74,582967,AEP      ,LINE KAMMER2  138 KV  KAMMER2-ORMET 4           ,04-DEC-2014,0900,31-DEC-2015,1600,O,Switching                 
  74,582967,AEP      ,XFMR KAMMER2  345 KV  KAMMER2  TR301    XFORMER ,04-DEC-2014,0900,31-DEC-2015,1600,O,                           
  74,582967,AEP      ,BRKR KAMMER2  138 KV  KAMMER2  H CB         CB  ,04-DEC-2014,0900,31-DEC-2015,1600,O,                           
  74,582967,AEP      ,BRKR KAMMER2  138 KV  KAMMER2  H1 CB        CB  ,04-DEC-2014,0900,31-DEC-2015,1600,O,                           
  75,583194,FE       ,BRKR BAYSHOR2 138 KV  BAYSHOR2 3260         CB  ,05-DEC-2014,1200,30-APR-2015,1600,O, Active   03/06/2015 13:00 
  75,583194,         ,                                                ,           ,    ,           ,    , ,Continuous                
  75,583194,         ,                                                ,           ,    ,           ,    , ,Other                     
  76,583232,DPL      ,CAP  HARMONY  138 KV  HARMONY  CAP1     CAP     ,05-DEC-2014,1400,08-MAY-2015,1900,O, Active   03/20/2015 09:25 
  76,583232,DPL      ,BRKR HARMONY  138 KV  HARMONY  142           CB ,05-DEC-2014,1400,08-MAY-2015,1900,O,Continuous                
  76,583232,         ,                                                ,           ,    ,           ,    , ,Other                     
  77,583373,DPL      ,CAP  CHESWOLD 138 KV  CHESWOLD CAP1 CAPACITOR   ,07-DEC-2014,1140,27-APR-2015,1800,O, Active   03/27/2015 20:56 
  77,583373,DPL      ,BRKR CHESWOLD 138 KV  CHESWOLD M-CS1 DIS        ,07-DEC-2014,1140,27-APR-2015,1800,O,Continuous                
  77,583373,         ,                                                ,           ,    ,           ,    , ,Disconnect/Ground Sw. Main
  77,583373,         ,                                                ,           ,    ,           ,    , ,Emergency                 
  78,583359,AEP      ,BRKR OHIOCENT 138 KV  OHIOCENT E CB             ,08-DEC-2014,0800,20-APR-2015,1600,O, Active   03/17/2015 08:39 
  78,583359,AEP      ,BRKR OHIOCENT 138 KV  OHIOCENT E1 CB            ,08-DEC-2014,0800,20-APR-2015,1600,O,Continuous                
  78,583359,         ,                                                ,           ,    ,           ,    , ,New Construction          
  78,583359,         ,                                                ,           ,    ,           ,    , ,Cut-in                    
  79,580656,JC-S     ,BRKR SAYREVIL 230 KV  SAYREVIL B155 CB          ,11-DEC-2014,1400,29-MAY-2015,1600,O, Active   12/10/2014 21:01 
  79,580656,JC-S     ,LINE SAYREVIL 230 KV  SAYREVIL-WOODBRDG SAY-WOOD,11-DEC-2014,1400,29-MAY-2015,1600,O,Continuous                
  79,580656,         ,                                                ,           ,    ,           ,    , ,New Construction          
  80,583980,DUQU     ,XFMR CRES DUQ 345 KV  CRES DUQ T2       XFORMER ,13-DEC-2014,0001,01-APR-2015,2300,O, Active   03/06/2015 07:21 
  80,583980,         ,                                                ,           ,    ,           ,    , ,Continuous                
  80,583980,         ,                                                ,           ,    ,           ,    , ,Other                     
  81,579101,JC-N     ,CAP  WHIPPANY 230 KV  WHIPPANY230 KVCAP_4       ,15-DEC-2014,0800,17-APR-2015,2300,O, Active   02/25/2015 10:09 
  81,579101,JC-N     ,BRKR WHIPPANY 230 KV  WHIPPANY B2 CB            ,17-APR-2015,1200,17-APR-2015,2300,O,Continuous                
  81,579101,JC-N     ,BRKR WHIPPANY 230 KV  WHIPPANY B1           CB  ,15-DEC-2014,0800,17-APR-2015,2300,O,C.B. Replacement          
  81,579101,JC-N     ,BRKR WHIPPANY 230 KV  WHIPPANY B35   CB         ,17-APR-2015,1200,17-APR-2015,2300,O,                           
  81,579101,JC-N     ,BRKR WHIPPANY 230 KV  WHIPPANY LB30 BK8  CB     ,19-DEC-2014,1200,17-APR-2015,2300,O,                           
  82,584835,AEP      ,XFMR MARYSVI2 345 KV  MARYSVI2 . 1B     XFORMER ,21-DEC-2014,1040,02-JAN-2016,1027,O, Active   01/02/2015 10:02 
  82,584835,AEP      ,BRKR MARYSVI2 345 KV  MARYSVI2 T1LB         DIS ,21-DEC-2014,1040,02-JAN-2016,1027,O,Continuous                
  82,584835,         ,                                                ,           ,    ,           ,    , ,Unknown                   
  82,584835,         ,                                                ,           ,    ,           ,    , ,Emergency                 
  83,584837,AEP      ,XFMR MARYSVI2 345 KV  MARYSVI2 . 1A     XFORMER ,21-DEC-2014,1040,02-JAN-2016,0027,O, Active   01/02/2015 10:01 
  83,584837,AEP      ,BRKR MARYSVI2 345 KV  MARYSVI2 T1LA         DIS ,21-DEC-2014,1040,02-JAN-2016,0027,O,Continuous                
  83,584837,         ,                                                ,           ,    ,           ,    , ,Unknown                   
  83,584837,         ,                                                ,           ,    ,           ,    , ,Emergency                 
  84,585455,FECL     ,XFMR JUNIPER  345 KV  JUNIPER  6        XFORMER ,31-DEC-2014,0800,01-JUN-2015,1600,O, Active   03/12/2015 10:23 
  84,585455,FECL     ,BRKR JUNIPER  345 KV  JUNIPER  631          DIS ,31-DEC-2014,0800,01-JUN-2015,1600,O,Continuous                
  84,585455,         ,                                                ,           ,    ,           ,    , ,Emergency                 
  84,585455,         ,                                                ,           ,    ,           ,    , ,Unknown                   
  85,560775,AEP      ,LINE SPORNAEP 345 KV  SPORNAEP-WATERFOR         ,02-JAN-2015,0800,01-JUN-2015,1600,O, Active   03/03/2015 12:45 
  85,560775,         ,                                                ,           ,    ,           ,    , ,Continuous                
  85,560775,         ,                                                ,           ,    ,           ,    , ,Repair/Replace Conductor  
  86,588727,AEP      ,BRKR WATERFOR 345 KV  WATERFOR A            CB  ,01-JUN-2015,0800,01-JUN-2015,1600,O, Active   03/03/2015 12:46 
  86,588727,AEP      ,BRKR WATERFOR 345 KV  WATERFOR D            CB  ,01-JUN-2015,0800,01-JUN-2015,1600,O,Continuous                
  86,588727,AEP      ,LINE SPORNAEP 345 KV  SPORNAEP-WATERFOR         ,02-JAN-2015,0800,01-JUN-2015,1600,O,Repair/Replace Conductor  
  86,588727,AEP      ,BRKR SPORNAEP 345 KV  SPORNAEP DUM18274         ,02-JAN-2015,0800,01-JUN-2015,1600,O,Cut-in                    
  87,585638,DOM-E    ,BRKR YADKIN4  230 KV  YADKIN4  SR112        CB  ,04-JAN-2015,0930,02-APR-2015,1600,O, Active   03/26/2015 15:33 
  87,585638,DOM-E    ,BRKR YADKIN4  230 KV  YADKIN4  SR112-1      DIS ,04-JAN-2015,0930,02-APR-2015,1600,O,Continuous                
  87,585638,         ,                                                ,           ,    ,           ,    , ,Emergency                 
  88,585027,AEP      ,BRKR RIDGEWAY 138 KV  RIDGEWAY E            CB  ,05-JAN-2015,0730,31-MAR-2015,1730,O, Active   03/18/2015 16:13 
  88,585027,AEP      ,BRKR RIDGEWAY 138 KV  RIDGEWAY W            CB  ,05-JAN-2015,0730,31-MAR-2015,1730,O,Continuous                
  88,585027,AEP      ,LINE RIDGEWAY 138 KV  RIDGEWAY-DANRIVER TIE     ,05-JAN-2015,0730,31-MAR-2015,1730,O,New Construction          
  89,585699,AEP      ,BRKR ELIMA    138 KV  ELIMA    D2           CB  ,05-JAN-2015,1600,29-JUN-2015,1600,O, Received 03/30/2015 11:21 
  89,585699,         ,                                                ,           ,    ,           ,    , ,Continuous                
  89,585699,         ,                                                ,           ,    ,           ,    , ,Emergency                 
  90,585817,PL       ,LINE JENKINS  230 KV  JENKINS-SUSQUEHA          ,06-JAN-2015,1730,31-MAR-2015,1600,C, Active   03/19/2015 09:34 
  90,585817,PL       ,BRKR SUSQUEHA 230 KV  SUSQUEHA DUM17818         ,06-JAN-2015,1730,31-MAR-2015,1600,C,Continuous                
  90,585817,PL       ,BRKR JENKINS  230 KV  JENKINS  DUMSUS       DIS ,06-JAN-2015,1730,31-MAR-2015,1600,C,Other                     
  91,585983,PN       ,CAP  WARREN   115 KV  WARREN CAP 1              ,06-JAN-2015,1800,01-JUN-2015,1600,O, Active   01/30/2015 12:21 
  91,585983,PN       ,BRKR WARREN   115 KV  WARREN CAPACITOR115CB CB  ,06-JAN-2015,1800,01-JUN-2015,1600,O,Continuous                
  91,585983,         ,                                                ,           ,    ,           ,    , ,CB Maintenance            
  91,585983,         ,                                                ,           ,    ,           ,    , ,Emergency                 
  92,585895,DOM-E    ,BRKR CHESAPKE 115 KV  CHESAPKE 7422         CB  ,07-JAN-2015,1930,31-MAR-2015,1600,O, Active   02/24/2015 08:37 
